S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top,,,
0.5200390000,2.3795400000,5.5822800000,0.0025855300,0.0024880700,0.0012251000,0.0012275000,517.1050000000,497.6140000000,245.0190000000,245.4990000000,,,
0.5210410000,2.3734800000,5.5662000000,0.0025848700,0.0024929400,0.0012238100,0.0012263700,516.9740000000,498.5880000000,244.7630000000,245.2750000000,,,
0.5220430000,2.3676400000,5.5491800000,0.0025843100,0.0024977400,0.0012227500,0.0012254500,516.8630000000,499.5470000000,244.5500000000,245.0900000000,,,
0.5230450000,2.3620200000,5.5312700000,0.0025836900,0.0025026000,0.0012216900,0.0012245300,516.7380000000,500.5210000000,244.3370000000,244.9060000000,,,
0.5240470000,2.3566100000,5.5125300000,0.0025828000,0.0025077600,0.0012208500,0.0012238100,516.5600000000,501.5520000000,244.1690000000,244.7630000000,,,
0.5250490000,2.3514200000,5.4930300000,0.0025821200,0.0025127100,0.0012200100,0.0012231000,516.4230000000,502.5430000000,244.0020000000,244.6200000000,,,
0.5260510000,2.3464600000,5.4728200000,0.0025813700,0.0025177500,0.0012194000,0.0012226000,516.2740000000,503.5510000000,243.8800000000,244.5190000000,,,
0.5270530000,2.3417100000,5.4519500000,0.0025805100,0.0025229100,0.0012188000,0.0012220900,516.1020000000,504.5820000000,243.7590000000,244.4190000000,,,
0.5280550000,2.3371900000,5.4305000000,0.0025795800,0.0025281500,0.0012184200,0.0012218000,515.9170000000,505.6290000000,243.6840000000,244.3600000000,,,
0.5290570000,2.3328800000,5.4085200000,0.0025789600,0.0025330800,0.0012180400,0.0012215100,515.7920000000,506.6170000000,243.6080000000,244.3020000000,,,
0.5300590000,2.3287800000,5.3860600000,0.0025783500,0.0025380300,0.0012178900,0.0012214300,515.6690000000,507.6060000000,243.5780000000,244.2850000000,,,
0.5310610000,2.3248900000,5.3631800000,0.0025774200,0.0025432900,0.0012177400,0.0012213400,515.4830000000,508.6590000000,243.5480000000,244.2680000000,,,
0.5320630000,2.3212000000,5.3399500000,0.0025763900,0.0025486700,0.0012178100,0.0012214500,515.2780000000,509.7350000000,243.5610000000,244.2910000000,,,
0.5330650000,2.3177000000,5.3164300000,0.0025755800,0.0025538400,0.0012178700,0.0012215700,515.1150000000,510.7680000000,243.5740000000,244.3130000000,,,
0.5340670000,2.3143900000,5.2926700000,0.0025755300,0.0025582500,0.0012181400,0.0012218600,515.1070000000,511.6500000000,243.6270000000,244.3720000000,,,
0.5350690000,2.3112600000,5.2687200000,0.0025753400,0.0025628100,0.0012184000,0.0012221500,515.0680000000,512.5620000000,243.6800000000,244.4310000000,,,
0.5360710000,2.3082900000,5.2446400000,0.0025747300,0.0025678000,0.0012188500,0.0012226200,514.9460000000,513.5600000000,243.7700000000,244.5230000000,,,
0.5370730000,2.3054900000,5.2204600000,0.0025742700,0.0025726500,0.0012193000,0.0012230800,514.8530000000,514.5290000000,243.8600000000,244.6160000000,,,
0.5380750000,2.3028400000,5.1962500000,0.0025741700,0.0025771300,0.0012199200,0.0012236900,514.8350000000,515.4260000000,243.9830000000,244.7380000000,,,
0.5390770000,2.3003200000,5.1720600000,0.0025739200,0.0025817800,0.0012205300,0.0012243000,514.7830000000,516.3570000000,244.1060000000,244.8600000000,,,
0.5400790000,2.2979300000,5.1479100000,0.0025739200,0.0025861800,0.0012212900,0.0012250300,514.7850000000,517.2360000000,244.2570000000,245.0070000000,,,
0.5410810000,2.2956600000,5.1238800000,0.0025740700,0.0025904400,0.0012220400,0.0012257700,514.8140000000,518.0870000000,244.4080000000,245.1540000000,,,
0.5420830000,2.2934900000,5.0999800000,0.0025745200,0.0025944000,0.0012229100,0.0012266100,514.9030000000,518.8810000000,244.5820000000,245.3220000000,,,
0.5430850000,2.2914100000,5.0762500000,0.0025749500,0.0025983800,0.0012237800,0.0012274500,514.9900000000,519.6760000000,244.7570000000,245.4890000000,,,
0.5440870000,2.2894200000,5.0527400000,0.0025753700,0.0026023800,0.0012247500,0.0012283700,515.0750000000,520.4760000000,244.9490000000,245.6730000000,,,
0.5450890000,2.2874900000,5.0294600000,0.0025755500,0.0026066300,0.0012257100,0.0012292800,515.1090000000,521.3260000000,245.1420000000,245.8570000000,,,
0.5460910000,2.2856200000,5.0064700000,0.0025765300,0.0026100700,0.0012267400,0.0012302600,515.3070000000,522.0140000000,245.3480000000,246.0520000000,,,
0.5470930000,2.2837900000,4.9837800000,0.0025777700,0.0026132500,0.0012277700,0.0012312300,515.5550000000,522.6510000000,245.5530000000,246.2460000000,,,
0.5480950000,2.2820000000,4.9614100000,0.0025790200,0.0026164400,0.0012288300,0.0012322400,515.8050000000,523.2880000000,245.7670000000,246.4470000000,,,
0.5490970000,2.2802400000,4.9393900000,0.0025800800,0.0026198100,0.0012299000,0.0012332400,516.0170000000,523.9620000000,245.9810000000,246.6490000000,,,
0.5500990000,2.2784800000,4.9177200000,0.0025810000,0.0026233300,0.0012309900,0.0012342600,516.2010000000,524.6650000000,246.1980000000,246.8520000000,,,
0.5511010000,2.2767300000,4.8964400000,0.0025823900,0.0026263800,0.0012320700,0.0012352800,516.4780000000,525.2750000000,246.4150000000,247.0550000000,,,
0.5521030000,2.2749800000,4.8755600000,0.0025846700,0.0026285400,0.0012331500,0.0012362800,516.9330000000,525.7080000000,246.6310000000,247.2560000000,,,
0.5531050000,2.2732100000,4.8550700000,0.0025863600,0.0026312800,0.0012342300,0.0012372900,517.2730000000,526.2570000000,246.8460000000,247.4570000000,,,
0.5541070000,2.2714100000,4.8349900000,0.0025880500,0.0026340500,0.0012352900,0.0012382700,517.6090000000,526.8090000000,247.0570000000,247.6530000000,,,
0.5551090000,2.2695900000,4.8153300000,0.0025902000,0.0026363400,0.0012363400,0.0012392400,518.0400000000,527.2670000000,247.2680000000,247.8490000000,,,
0.5561110000,2.2677300000,4.7960800000,0.0025924300,0.0026385500,0.0012373500,0.0012401800,518.4850000000,527.7110000000,247.4710000000,248.0360000000,,,
0.5571130000,2.2658300000,4.7772500000,0.0025943700,0.0026410600,0.0012383700,0.0012411200,518.8740000000,528.2120000000,247.6730000000,248.2230000000,,,
0.5581150000,2.2638900000,4.7588300000,0.0025964900,0.0026433900,0.0012393200,0.0012420000,519.2980000000,528.6770000000,247.8650000000,248.4000000000,,,
0.5591170000,2.2618800000,4.7408300000,0.0025984700,0.0026458500,0.0012402800,0.0012428800,519.6950000000,529.1700000000,248.0570000000,248.5760000000,,,
0.5601190000,2.2598200000,4.7232600000,0.0026009200,0.0026478500,0.0012411700,0.0012436900,520.1840000000,529.5700000000,248.2340000000,248.7380000000,,,
0.5611210000,2.2576900000,4.7061000000,0.0026034900,0.0026497300,0.0012420600,0.0012445000,520.6990000000,529.9460000000,248.4120000000,248.9000000000,,,
0.5621230000,2.2555000000,4.6893400000,0.0026063000,0.0026513700,0.0012428700,0.0012452300,521.2600000000,530.2740000000,248.5730000000,249.0460000000,,,
0.5631250000,2.2532300000,4.6729800000,0.0026093400,0.0026527800,0.0012436700,0.0012459600,521.8690000000,530.5560000000,248.7340000000,249.1920000000,,,
0.5641270000,2.2509000000,4.6570100000,0.0026119500,0.0026546200,0.0012443900,0.0012466100,522.3910000000,530.9240000000,248.8790000000,249.3230000000,,,
0.5651290000,2.2485000000,4.6414000000,0.0026144500,0.0026565800,0.0012451200,0.0012472700,522.8890000000,531.3160000000,249.0240000000,249.4530000000,,,
0.5661310000,2.2460200000,4.6261600000,0.0026171500,0.0026583300,0.0012457500,0.0012478300,523.4300000000,531.6650000000,249.1510000000,249.5670000000,,,
0.5671330000,2.2434700000,4.6112700000,0.0026195600,0.0026603700,0.0012463900,0.0012484000,523.9110000000,532.0750000000,249.2780000000,249.6800000000,,,
0.5681350000,2.2408500000,4.5967300000,0.0026226700,0.0026617200,0.0012469300,0.0012488800,524.5330000000,532.3430000000,249.3870000000,249.7760000000,,,
0.5691370000,2.2381500000,4.5825200000,0.0026260200,0.0026628200,0.0012474800,0.0012493600,525.2030000000,532.5640000000,249.4950000000,249.8720000000,,,
0.5701390000,2.2353900000,4.5686300000,0.0026288200,0.0026644600,0.0012479300,0.0012497500,525.7650000000,532.8920000000,249.5860000000,249.9510000000,,,
0.5711410000,2.2325500000,4.5550300000,0.0026319500,0.0026657900,0.0012483900,0.0012501500,526.3910000000,533.1570000000,249.6770000000,250.0300000000,,,
0.5721430000,2.2296600000,4.5417200000,0.0026351500,0.0026670400,0.0012487600,0.0012504700,527.0300000000,533.4080000000,249.7510000000,250.0930000000,,,
0.5731450000,2.2267000000,4.5286600000,0.0026380500,0.0026686000,0.0012491300,0.0012507800,527.6090000000,533.7190000000,249.8250000000,250.1570000000,,,
0.5741470000,2.2236900000,4.5158600000,0.0026408500,0.0026702400,0.0012494200,0.0012510300,528.1700000000,534.0490000000,249.8840000000,250.2060000000,,,
0.5751490000,2.2206200000,4.5032900000,0.0026437800,0.0026717600,0.0012497100,0.0012512700,528.7560000000,534.3520000000,249.9430000000,250.2550000000,,,
0.5761510000,2.2175000000,4.4909500000,0.0026469900,0.0026730100,0.0012499400,0.0012514500,529.3970000000,534.6010000000,249.9870000000,250.2910000000,,,
0.5771530000,2.2143300000,4.4788100000,0.0026497500,0.0026746900,0.0012501600,0.0012516300,529.9500000000,534.9380000000,250.0320000000,250.3270000000,,,
0.5781550000,2.2111200000,4.4668700000,0.0026524300,0.0026764600,0.0012503200,0.0012517500,530.4860000000,535.2920000000,250.0640000000,250.3510000000,,,
0.5791570000,2.2078700000,4.4551200000,0.0026553800,0.0026779600,0.0012504800,0.0012518700,531.0770000000,535.5910000000,250.0960000000,250.3740000000,,,
0.5801590000,2.2045800000,4.4435400000,0.0026583700,0.0026794100,0.0012505800,0.0012519400,531.6740000000,535.8830000000,250.1160000000,250.3880000000,,,
0.5811610000,2.2012600000,4.4321100000,0.0026615200,0.0026807000,0.0012506800,0.0012520100,532.3050000000,536.1410000000,250.1370000000,250.4010000000,,,
0.5821630000,2.1979100000,4.4208300000,0.0026645200,0.0026821400,0.0012507400,0.0012520300,532.9050000000,536.4290000000,250.1480000000,250.4060000000,,,
0.5831650000,2.1945400000,4.4096800000,0.0026675000,0.0026836100,0.0012508000,0.0012520600,533.5010000000,536.7220000000,250.1600000000,250.4120000000,,,
0.5841670000,2.1911600000,4.3986400000,0.0026698000,0.0026857500,0.0012508200,0.0012520500,533.9610000000,537.1490000000,250.1640000000,250.4110000000,,,
0.5851690000,2.1877600000,4.3877100000,0.0026716400,0.0026883500,0.0012508400,0.0012520500,534.3270000000,537.6700000000,250.1690000000,250.4100000000,,,
0.5861710000,2.1843400000,4.3769000000,0.0026746400,0.0026897800,0.0012508300,0.0012520100,534.9270000000,537.9570000000,250.1670000000,250.4030000000,,,
0.5871730000,2.1809000000,4.3661900000,0.0026779200,0.0026909300,0.0012508200,0.0012519800,535.5840000000,538.1860000000,250.1640000000,250.3950000000,,,
0.5881750000,2.1774600000,4.3555700000,0.0026802400,0.0026930400,0.0012507800,0.0012519100,536.0480000000,538.6080000000,250.1560000000,250.3830000000,,,
0.5891770000,2.1740200000,4.3450300000,0.0026827100,0.0026950000,0.0012507400,0.0012518600,536.5420000000,539.0000000000,250.1490000000,250.3710000000,,,
0.5901790000,2.1705700000,4.3345700000,0.0026852200,0.0026969100,0.0012506900,0.0012517800,537.0430000000,539.3820000000,250.1370000000,250.3550000000,,,
0.5911810000,2.1671200000,4.3241800000,0.0026877100,0.0026988400,0.0012506300,0.0012517000,537.5420000000,539.7680000000,250.1260000000,250.3400000000,,,
0.5921830000,2.1636700000,4.3138600000,0.0026903700,0.0027005900,0.0012505600,0.0012516100,538.0740000000,540.1180000000,250.1110000000,250.3210000000,,,
0.5931850000,2.1602200000,4.3036000000,0.0026932500,0.0027021200,0.0012504800,0.0012515100,538.6500000000,540.4250000000,250.0960000000,250.3030000000,,,
0.5941870000,2.1567900000,4.2933900000,0.0026955000,0.0027042700,0.0012504000,0.0012514200,539.1010000000,540.8540000000,250.0800000000,250.2840000000,,,
0.5951890000,2.1533600000,4.2832200000,0.0026973500,0.0027068300,0.0012503200,0.0012513200,539.4700000000,541.3660000000,250.0640000000,250.2640000000,,,
0.5961910000,2.1499500000,4.2731000000,0.0026998600,0.0027087100,0.0012502300,0.0012512200,539.9730000000,541.7420000000,250.0470000000,250.2440000000,,,
0.5971930000,2.1465400000,4.2630300000,0.0027027400,0.0027102300,0.0012501500,0.0012511100,540.5490000000,542.0450000000,250.0290000000,250.2230000000,,,
0.5981950000,2.1431400000,4.2530000000,0.0027054400,0.0027119200,0.0012500600,0.0012510100,541.0880000000,542.3830000000,250.0110000000,250.2020000000,,,
0.5991970000,2.1397700000,4.2430000000,0.0027075200,0.0027142200,0.0012499700,0.0012509100,541.5040000000,542.8440000000,249.9930000000,250.1820000000,,,
0.6001990000,2.1364200000,4.2330200000,0.0027098300,0.0027162800,0.0012498800,0.0012508200,541.9650000000,543.2560000000,249.9770000000,250.1630000000,,,
0.6012010000,2.1330800000,4.2230700000,0.0027128400,0.0027176400,0.0012498000,0.0012507200,542.5680000000,543.5280000000,249.9600000000,250.1440000000,,,
0.6022030000,2.1297700000,4.2131400000,0.0027149300,0.0027199000,0.0012497300,0.0012506400,542.9860000000,543.9810000000,249.9460000000,250.1280000000,,,
0.6032050000,2.1265000000,4.2032200000,0.0027165500,0.0027226400,0.0012496600,0.0012505600,543.3110000000,544.5280000000,249.9320000000,250.1110000000,,,
0.6042070000,2.1232400000,4.1933200000,0.0027192700,0.0027242700,0.0012496000,0.0012504900,543.8530000000,544.8540000000,249.9200000000,250.0970000000,,,
0.6052090000,2.1200100000,4.1834300000,0.0027219900,0.0027258900,0.0012495400,0.0012504200,544.3980000000,545.1790000000,249.9080000000,250.0830000000,,,
0.6062110000,2.1168100000,4.1735600000,0.0027235500,0.0027286600,0.0012495000,0.0012503600,544.7100000000,545.7320000000,249.8990000000,250.0730000000,,,
0.6072130000,2.1136400000,4.1637000000,0.0027253400,0.0027312000,0.0012494500,0.0012503100,545.0680000000,546.2400000000,249.8910000000,250.0620000000,,,
0.6082150000,2.1104900000,4.1538600000,0.0027276700,0.0027331800,0.0012494200,0.0012502600,545.5340000000,546.6360000000,249.8840000000,250.0530000000,,,
0.6092170000,2.1073600000,4.1440400000,0.0027296000,0.0027355600,0.0012493900,0.0012502200,545.9200000000,547.1120000000,249.8770000000,250.0440000000,,,
0.6102190000,2.1042500000,4.1342400000,0.0027314400,0.0027380100,0.0012493600,0.0012501800,546.2870000000,547.6030000000,249.8710000000,250.0360000000,,,
0.6112210000,2.1011600000,4.1244700000,0.0027336400,0.0027401000,0.0012493300,0.0012501400,546.7270000000,548.0210000000,249.8650000000,250.0270000000,,,
0.6122230000,2.0980800000,4.1147200000,0.0027360700,0.0027419400,0.0012493000,0.0012501000,547.2150000000,548.3880000000,249.8590000000,250.0190000000,,,
0.6132250000,2.0950200000,4.1050000000,0.0027383900,0.0027439000,0.0012492700,0.0012500500,547.6780000000,548.7790000000,249.8540000000,250.0110000000,,,
0.6142270000,2.0919900000,4.0952900000,0.0027405400,0.0027460000,0.0012492400,0.0012500200,548.1080000000,549.2000000000,249.8490000000,250.0040000000,,,
0.6152290000,2.0889700000,4.0856000000,0.0027431500,0.0027476400,0.0012492200,0.0012499800,548.6290000000,549.5280000000,249.8440000000,249.9970000000,,,
0.6162320000,2.0859800000,4.0759200000,0.0027450800,0.0027499400,0.0012492000,0.0012499600,549.0160000000,549.9870000000,249.8400000000,249.9910000000,,,
0.6172340000,2.0830100000,4.0662500000,0.0027466600,0.0027525900,0.0012491900,0.0012499300,549.3320000000,550.5180000000,249.8370000000,249.9860000000,,,
0.6182360000,2.0800600000,4.0566100000,0.0027494100,0.0027540400,0.0012491800,0.0012499100,549.8820000000,550.8080000000,249.8350000000,249.9820000000,,,
0.6192370000,2.0771400000,4.0469700000,0.0027518000,0.0027558600,0.0012491700,0.0012498900,550.3600000000,551.1720000000,249.8330000000,249.9780000000,,,
0.6202400000,2.0742400000,4.0373400000,0.0027532300,0.0027586100,0.0012491700,0.0012498800,550.6450000000,551.7230000000,249.8330000000,249.9760000000,,,
0.6212420000,2.0713600000,4.0277300000,0.0027553600,0.0027606600,0.0012491700,0.0012498700,551.0720000000,552.1320000000,249.8330000000,249.9740000000,,,
0.6222440000,2.0685000000,4.0181400000,0.0027576600,0.0027625100,0.0012491700,0.0012498600,551.5320000000,552.5030000000,249.8340000000,249.9730000000,,,
0.6232460000,2.0656700000,4.0085500000,0.0027594500,0.0027648800,0.0012491700,0.0012498600,551.8890000000,552.9770000000,249.8350000000,249.9720000000,,,
0.6242470000,2.0628500000,3.9989800000,0.0027619100,0.0027665500,0.0012491800,0.0012498600,552.3810000000,553.3100000000,249.8370000000,249.9710000000,,,
0.6252500000,2.0600600000,3.9894200000,0.0027643900,0.0027682000,0.0012491900,0.0012498600,552.8780000000,553.6390000000,249.8380000000,249.9710000000,,,
0.6262520000,2.0573000000,3.9798700000,0.0027660000,0.0027706800,0.0012492100,0.0012498700,553.2000000000,554.1370000000,249.8420000000,249.9730000000,,,
0.6272540000,2.0545600000,3.9703300000,0.0027677000,0.0027730800,0.0012492300,0.0012498800,553.5390000000,554.6170000000,249.8460000000,249.9750000000,,,
0.6282560000,2.0518300000,3.9608100000,0.0027695700,0.0027752700,0.0012492500,0.0012498900,553.9150000000,555.0550000000,249.8500000000,249.9770000000,,,
0.6292580000,2.0491200000,3.9513000000,0.0027713300,0.0027775900,0.0012492700,0.0012499000,554.2660000000,555.5180000000,249.8540000000,249.9790000000,,,
0.6302600000,2.0464300000,3.9418100000,0.0027737800,0.0027791800,0.0012492900,0.0012499000,554.7560000000,555.8350000000,249.8570000000,249.9800000000,,,
0.6312620000,2.0437500000,3.9323400000,0.0027763300,0.0027806600,0.0012493000,0.0012499100,555.2670000000,556.1310000000,249.8600000000,249.9810000000,,,
0.6322640000,2.0410900000,3.9228700000,0.0027779100,0.0027830900,0.0012493200,0.0012499100,555.5820000000,556.6180000000,249.8640000000,249.9830000000,,,
0.6332660000,2.0384500000,3.9134200000,0.0027798800,0.0027851200,0.0012493400,0.0012499200,555.9770000000,557.0230000000,249.8670000000,249.9840000000,,,
0.6342680000,2.0358300000,3.9039900000,0.0027823600,0.0027866100,0.0012493500,0.0012499300,556.4720000000,557.3220000000,249.8710000000,249.9860000000,,,
0.6352700000,2.0332300000,3.8945600000,0.0027843200,0.0027886200,0.0012493700,0.0012499400,556.8630000000,557.7250000000,249.8750000000,249.9880000000,,,
0.6362720000,2.0306500000,3.8851300000,0.0027857100,0.0027911700,0.0012494000,0.0012499500,557.1410000000,558.2340000000,249.8790000000,249.9910000000,,,
0.6372730000,2.0280900000,3.8757300000,0.0027872900,0.0027935200,0.0012494200,0.0012499600,557.4580000000,558.7040000000,249.8840000000,249.9930000000,,,
0.6382760000,2.0255400000,3.8663400000,0.0027895100,0.0027951900,0.0012494300,0.0012499700,557.9030000000,559.0390000000,249.8870000000,249.9940000000,,,
0.6392780000,2.0230000000,3.8569700000,0.0027919200,0.0027966900,0.0012494400,0.0012499700,558.3840000000,559.3370000000,249.8890000000,249.9940000000,,,
0.6402800000,2.0204800000,3.8476100000,0.0027946000,0.0027978600,0.0012494600,0.0012499800,558.9210000000,559.5720000000,249.8910000000,249.9950000000,,,
0.6412820000,2.0179900000,3.8382400000,0.0027965000,0.0027998300,0.0012494700,0.0012499800,559.3000000000,559.9650000000,249.8950000000,249.9970000000,,,
0.6422840000,2.0155300000,3.8288800000,0.0027971100,0.0028030400,0.0012495000,0.0012500000,559.4220000000,560.6080000000,249.9000000000,250.0000000000,,,
0.6432860000,2.0130800000,3.8195400000,0.0027983900,0.0028055700,0.0012495200,0.0012500100,559.6790000000,561.1150000000,249.9040000000,250.0020000000,,,
0.6442880000,2.0106300000,3.8102200000,0.0028011300,0.0028066100,0.0012495300,0.0012500000,560.2270000000,561.3230000000,249.9050000000,250.0010000000,,,
0.6452900000,2.0081900000,3.8009100000,0.0028038300,0.0028077000,0.0012495300,0.0012500000,560.7660000000,561.5400000000,249.9060000000,250.0000000000,,,
0.6462920000,2.0057800000,3.7916100000,0.0028052100,0.0028100500,0.0012495300,0.0012500000,561.0430000000,562.0110000000,249.9070000000,249.9990000000,,,
0.6472940000,2.0033800000,3.7823200000,0.0028066400,0.0028123600,0.0012495400,0.0012499900,561.3280000000,562.4730000000,249.9080000000,249.9980000000,,,
0.6482960000,2.0009900000,3.7730400000,0.0028090400,0.0028136500,0.0012495400,0.0012499800,561.8090000000,562.7310000000,249.9080000000,249.9960000000,,,
0.6492980000,1.9986300000,3.7637700000,0.0028114900,0.0028149000,0.0012495400,0.0012499700,562.2980000000,562.9810000000,249.9070000000,249.9940000000,,,
0.6503000000,1.9962800000,3.7545000000,0.0028129500,0.0028171000,0.0012495400,0.0012499600,562.5890000000,563.4200000000,249.9070000000,249.9930000000,,,
0.6513020000,1.9939600000,3.7452400000,0.0028146400,0.0028190600,0.0012495400,0.0012499600,562.9280000000,563.8110000000,249.9080000000,249.9920000000,,,
0.6523040000,1.9916600000,3.7359800000,0.0028166900,0.0028206100,0.0012495400,0.0012499500,563.3380000000,564.1220000000,249.9090000000,249.9910000000,,,
0.6533060000,1.9893900000,3.7267300000,0.0028180500,0.0028228500,0.0012495500,0.0012499500,563.6110000000,564.5700000000,249.9100000000,249.9900000000,,,
0.6543080000,1.9871300000,3.7174800000,0.0028196800,0.0028247800,0.0012495500,0.0012499500,563.9360000000,564.9560000000,249.9100000000,249.9890000000,,,
0.6553100000,1.9848800000,3.7082500000,0.0028216000,0.0028264200,0.0012495500,0.0012499400,564.3200000000,565.2830000000,249.9100000000,249.9870000000,,,
0.6563120000,1.9826500000,3.6990200000,0.0028235800,0.0028279400,0.0012495500,0.0012499200,564.7170000000,565.5890000000,249.9090000000,249.9850000000,,,
0.6573140000,1.9804400000,3.6898000000,0.0028255900,0.0028294500,0.0012495400,0.0012499100,565.1170000000,565.8900000000,249.9080000000,249.9820000000,,,
0.6583160000,1.9782600000,3.6805800000,0.0028274600,0.0028310400,0.0012495400,0.0012499000,565.4920000000,566.2070000000,249.9080000000,249.9800000000,,,
0.6593180000,1.9761000000,3.6713600000,0.0028291000,0.0028328500,0.0012495400,0.0012498900,565.8210000000,566.5700000000,249.9070000000,249.9790000000,,,
0.6603200000,1.9739600000,3.6621400000,0.0028308000,0.0028345600,0.0012495400,0.0012498900,566.1600000000,566.9120000000,249.9080000000,249.9780000000,,,
0.6613220000,1.9718400000,3.6529300000,0.0028323900,0.0028363700,0.0012495400,0.0012498900,566.4790000000,567.2750000000,249.9090000000,249.9770000000,,,
0.6623240000,1.9697500000,3.6437200000,0.0028338200,0.0028383000,0.0012495500,0.0012498800,566.7640000000,567.6600000000,249.9090000000,249.9760000000,,,
0.6633260000,1.9676800000,3.6345200000,0.0028359600,0.0028395200,0.0012495500,0.0012498800,567.1920000000,567.9040000000,249.9100000000,249.9750000000,,,
0.6643280000,1.9656300000,3.6253100000,0.0028378000,0.0028409800,0.0012495500,0.0012498700,567.5600000000,568.1960000000,249.9110000000,249.9750000000,,,
0.6653300000,1.9636000000,3.6161100000,0.0028391400,0.0028429400,0.0012495600,0.0012498700,567.8280000000,568.5880000000,249.9120000000,249.9750000000,,,
0.6663320000,1.9616100000,3.6069100000,0.0028409800,0.0028443400,0.0012495700,0.0012498800,568.1960000000,568.8690000000,249.9150000000,249.9760000000,,,
0.6673340000,1.9596400000,3.5977100000,0.0028427600,0.0028458100,0.0012495900,0.0012498900,568.5520000000,569.1620000000,249.9170000000,249.9780000000,,,
0.6683360000,1.9576900000,3.5885100000,0.0028436200,0.0028481400,0.0012496000,0.0012499000,568.7240000000,569.6280000000,249.9210000000,249.9800000000,,,
0.6693380000,1.9557600000,3.5793100000,0.0028448900,0.0028500600,0.0012496200,0.0012499100,568.9780000000,570.0120000000,249.9240000000,249.9810000000,,,
0.6703400000,1.9538500000,3.5701200000,0.0028470900,0.0028509900,0.0012496300,0.0012499100,569.4180000000,570.1980000000,249.9260000000,249.9820000000,,,
0.6713420000,1.9519600000,3.5609300000,0.0028489100,0.0028523000,0.0012496400,0.0012499100,569.7820000000,570.4610000000,249.9280000000,249.9830000000,,,
0.6723440000,1.9500900000,3.5517500000,0.0028499100,0.0028543800,0.0012496500,0.0012499200,569.9820000000,570.8760000000,249.9300000000,249.9830000000,,,
0.6733460000,1.9482400000,3.5425700000,0.0028515300,0.0028558300,0.0012496600,0.0012499200,570.3060000000,571.1660000000,249.9320000000,249.9830000000,,,
0.6743480000,1.9464100000,3.5333900000,0.0028536700,0.0028567000,0.0012496700,0.0012499200,570.7350000000,571.3400000000,249.9330000000,249.9840000000,,,
0.6753500000,1.9446000000,3.5242100000,0.0028547100,0.0028586800,0.0012496800,0.0012499200,570.9420000000,571.7350000000,249.9350000000,249.9840000000,,,
0.6763520000,1.9428200000,3.5150400000,0.0028561700,0.0028601700,0.0012496900,0.0012499300,571.2340000000,572.0340000000,249.9370000000,249.9850000000,,,
0.6773540000,1.9410600000,3.5058600000,0.0028582800,0.0028610100,0.0012497000,0.0012499300,571.6550000000,572.2020000000,249.9390000000,249.9860000000,,,
0.6783560000,1.9393300000,3.4966900000,0.0028591600,0.0028630200,0.0012497100,0.0012499400,571.8320000000,572.6040000000,249.9420000000,249.9880000000,,,
0.6793580000,1.9376200000,3.4875100000,0.0028602600,0.0028648000,0.0012497300,0.0012499500,572.0530000000,572.9600000000,249.9450000000,249.9900000000,,,
0.6803600000,1.9359200000,3.4783500000,0.0028615800,0.0028663100,0.0012497300,0.0012499500,572.3170000000,573.2610000000,249.9470000000,249.9900000000,,,
0.6813620000,1.9342400000,3.4691800000,0.0028630500,0.0028676700,0.0012497400,0.0012499500,572.6100000000,573.5330000000,249.9480000000,249.9890000000,,,
0.6823640000,1.9325700000,3.4600200000,0.0028651400,0.0028683400,0.0012497400,0.0012499400,573.0280000000,573.6670000000,249.9480000000,249.9880000000,,,
0.6833660000,1.9309400000,3.4508600000,0.0028665200,0.0028697200,0.0012497400,0.0012499400,573.3040000000,573.9430000000,249.9480000000,249.9880000000,,,
0.6843680000,1.9293200000,3.4417000000,0.0028672500,0.0028716800,0.0012497400,0.0012499400,573.4500000000,574.3360000000,249.9490000000,249.9870000000,,,
0.6853700000,1.9277300000,3.4325500000,0.0028684800,0.0028731500,0.0012497500,0.0012499300,573.6960000000,574.6290000000,249.9500000000,249.9870000000,,,
0.6863720000,1.9261400000,3.4233900000,0.0028698900,0.0028743600,0.0012497400,0.0012499200,573.9770000000,574.8730000000,249.9480000000,249.9840000000,,,
0.6873740000,1.9245800000,3.4142500000,0.0028707100,0.0028761700,0.0012497300,0.0012499100,574.1430000000,575.2330000000,249.9470000000,249.9820000000,,,
0.6883760000,1.9230200000,3.4051000000,0.0028722600,0.0028771800,0.0012497100,0.0012498800,574.4520000000,575.4360000000,249.9420000000,249.9760000000,,,
0.6893780000,1.9214700000,3.3959700000,0.0028744400,0.0028775500,0.0012496900,0.0012498500,574.8880000000,575.5100000000,249.9370000000,249.9700000000,,,
0.6903800000,1.9199500000,3.3868300000,0.0028761300,0.0028783500,0.0012496600,0.0012498200,575.2270000000,575.6700000000,249.9330000000,249.9640000000,,,
0.6913820000,1.9184600000,3.3776900000,0.0028775400,0.0028794300,0.0012496400,0.0012497900,575.5080000000,575.8860000000,249.9280000000,249.9590000000,,,
0.6923840000,1.9170100000,3.3685400000,0.0028784700,0.0028809200,0.0012496400,0.0012497900,575.6930000000,576.1850000000,249.9280000000,249.9570000000,,,
0.6933860000,1.9156000000,3.3593900000,0.0028797600,0.0028820500,0.0012496300,0.0012497800,575.9530000000,576.4090000000,249.9270000000,249.9560000000,,,
